所在地 名称(敷地),所在地-1(敷地),棟 名称,階数 地上(棟),階数 地下(棟),用途区分(棟)名
静鉄ホーム営業所,静岡市葵区鷹匠一丁目１２番１５号,静鉄ホーム営業所,2,0,事務所
青葉園ビル,静岡市葵区鷹匠一丁目１２番１号,青葉園ビル,6,0,特定複合用途
木村クリニック,静岡市葵区鷹匠一丁目１２番８号,木村クリニック,2,0,特定複合用途
ウィンドリッヂ鷹匠,静岡市葵区鷹匠一丁目１４番１２号,ウィンドリッヂ鷹匠,14,0,共同住宅
ウィンドリッヂ鷹匠,静岡市葵区鷹匠一丁目１４番１２号,立体駐車場,1,0,駐車場
ウィンドリッヂ鷹匠,静岡市葵区鷹匠一丁目１４番１２号,駐輪場,1,0,(５)項ロ  その他
駿陽パーキング,静岡市葵区鷹匠一丁目１４番１７号,駿陽パーキング,3,0,駐車場
メビウスビル,静岡市葵区鷹匠一丁目１４番１号,メビウスビル,6,0,特定複合用途
コーポ鷹一,静岡市葵区鷹匠一丁目１４番２６号,コーポ鷹一,8,0,共同住宅
河村ビル専用駐車場,静岡市葵区鷹匠一丁目１４番２９号,河村ビル専用駐車場,1,0,駐車場
柏木ビル,静岡市葵区鷹匠一丁目１４番２９号,柏木ビル,4,0,特定複合用途
モアクレスト鷹匠,静岡市葵区鷹匠一丁目１４番２９号,モアクレスト鷹匠,6,0,非特定複合用途
イワタビル,静岡市葵区鷹匠一丁目１４番２号,イワタビル,6,0,特定複合用途
望月ビル（鷹匠一）,静岡市葵区鷹匠一丁目１４番３０号,望月ビル,4,1,特定複合用途
吉野寿ビル,静岡市葵区鷹匠一丁目１４番３１号,吉野寿ビル,6,0,事務所
八十伴,静岡市葵区鷹匠一丁目１４番３２号,八十伴,3,0,(３)項ロ  その他
静鉄鷹匠ビル,静岡市葵区鷹匠一丁目１４番５号,静鉄鷹匠ビル,6,1,非特定複合用途
新静岡セノバ,静岡市葵区鷹匠一丁目１番１号,新静岡セノバ,11,1,特定複合用途
大村バー　新静岡店,静岡市葵区鷹匠一丁目２番１４号,大村バー　新静岡店,3,0,特定複合用途
セリーズビル,静岡市葵区鷹匠一丁目２番１５号,セリーズビル,4,1,特定複合用途
するがセンタービル,静岡市葵区鷹匠一丁目２番１号,するがセンタービル,7,0,特定複合用途
レンタルきものMine静岡店,静岡市葵区鷹匠一丁目２番２号,レンタルきものMine静岡店,1,0,物品販売店舗
辻ビル,静岡市葵区鷹匠一丁目２番４号,辻ビル,4,0,(１５)項  その他
鷹一山梨ビル,静岡市葵区鷹匠一丁目２番５号,鷹一山梨ビル,5,0,非特定複合用途
マルスズビル,静岡市葵区鷹匠一丁目２番５号,マルスズビル,3,0,特定複合用途
マルスズビル,静岡市葵区鷹匠一丁目２番５号,マルスズビル,1,0,専用住宅
かわした歯科クリニック,静岡市葵区鷹匠一丁目３番１１号,かわした歯科クリニック,2,0,診療所
有限会社　藁科銘茶　杉山園,静岡市葵区鷹匠一丁目３番１号,有限会社　藁科銘茶　杉山園,5,0,特定複合用途
銀座エアポートビル,静岡市葵区鷹匠一丁目３番２号,銀座エアポートビル,2,0,特定複合用途
サクライビル,静岡市葵区鷹匠一丁目３番３,サクライビル,3,0,非特定複合用途
セブンイレブン静岡　鷹匠一丁目店,静岡市葵区鷹匠一丁目３番５号,セブンイレブン静岡　鷹匠一丁目店,2,0,物品販売店舗
株式会社　やまだ,静岡市葵区鷹匠一丁目４番１０号,株式会社　やまだ,4,0,物品販売店舗
ラフィーネ亀山,静岡市葵区鷹匠一丁目４番１４号,ラフィーネ亀山,5,0,非特定複合用途
エコービル,静岡市葵区鷹匠一丁目４番１号,エコービル,6,0,特定複合用途
Ｒ佐野ビル,静岡市葵区鷹匠一丁目４番１号,Ｒ佐野ビル,5,1,特定複合用途
やまだ　さくらビル,静岡市葵区鷹匠一丁目４番２２号,やまだ　さくらビル,4,0,特定複合用途
するがやビル,静岡市葵区鷹匠一丁目４番３号,するがやビル,4,0,特定複合用途
フローラ４５ビル,静岡市葵区鷹匠一丁目４番５号,フローラ４５ビル,7,1,特定複合用途
泉ビル,静岡市葵区鷹匠一丁目４番５号,泉ビル,4,0,特定複合用途
ビジネスホテル駿府,静岡市葵区鷹匠一丁目５番１０号,ビジネスホテル駿府,5,0,ホテル
株式会社第一フロント,静岡市葵区鷹匠一丁目５番１１号,株式会社第一フロント,3,0,事務所
ノイエツァイトビル,静岡市葵区鷹匠一丁目５番１号,ノイエツァイトビル,5,0,非特定複合用途
鷹一さかえビル,静岡市葵区鷹匠一丁目５番８号,鷹一さかえビル,5,1,特定複合用途
矢島ビル,静岡市葵区鷹匠一丁目５番８号,矢島ビル,6,0,非特定複合用途
小柳ビル,静岡市葵区鷹匠一丁目６番１３号,小柳ビル,3,0,特定複合用途
鷹匠パーキング,静岡市葵区鷹匠一丁目６番８号,鷹匠パーキング,1,0,駐車場
エスパシオ鷹匠,静岡市葵区鷹匠一丁目７番１３号,エスパシオ鷹匠,6,0,特定複合用途
堀内ビル,静岡市葵区鷹匠一丁目７番８号,堀内ビル,4,0,特定複合用途
旬（本炊き釜めし）,静岡市葵区鷹匠一丁目７番８号,旬,3,0,特定複合用途
日比野ビル（鷹匠一）,静岡市葵区鷹匠一丁目８番１号,日比野ビル,3,0,特定複合用途
鷹匠駐輪場,静岡市葵区鷹匠一丁目８番３号,鷹匠駐輪場,3,0,(１５)項  その他
笠井貸店舗,静岡市葵区鷹匠一丁目８番５号,笠井貸店舗,3,0,特定複合用途
株式会社旅館白菊,静岡市葵区鷹匠一丁目９番４号,株式会社旅館白菊,4,0,旅館
渡辺ビル,静岡市葵区鷹匠一丁目９番６号,渡辺ビル,5,0,特定複合用途
日東エフシー株式会社静岡営業所,静岡市葵区鷹匠一丁目９番７号,日東エフシー株式会社静岡営業所,3,0,非特定複合用途
有限会社カワイ,静岡市葵区鷹匠三丁目１０番１０号,有限会社カワイ,4,0,非特定複合用途
Cafe anna,静岡市葵区鷹匠三丁目１０番１８号,ｃａｆｅ　ａｎｎａ,2,0,特定複合用途
ハイツ　ジュリアン,静岡市葵区鷹匠三丁目１０番１号,ハイツ　ジュリアン,4,0,特定複合用途
志村ビル,静岡市葵区鷹匠三丁目１０番２号,志村ビル,5,0,特定複合用途
五光第二ビル,静岡市葵区鷹匠三丁目１０番３号,五光第二ビル,4,0,特定複合用途
伊村ビル,静岡市葵区鷹匠三丁目１１番１３号,伊村ビル,3,0,非特定複合用途
学校法人静岡精華学園静岡精華幼稚園,静岡市葵区鷹匠三丁目１１番２４号,学校法人静岡精華学園静岡精華幼稚園,2,0,幼稚園
株式会社サイラン,静岡市葵区鷹匠三丁目１１番４号,株式会社サイラン,3,0,事務所
スリーホークマンション,静岡市葵区鷹匠三丁目１２番３号,スリーホークマンション,5,0,特定複合用途
グランビュー鷹匠,静岡市葵区鷹匠三丁目１２番８号,グランビュー鷹匠,10,0,特定複合用途
カーサ・デ・ソーラー鷹匠,静岡市葵区鷹匠三丁目１３番１５号,カーサ・デ・ソーラー鷹匠,5,0,共同住宅
コハラビル鷹匠,静岡市葵区鷹匠三丁目１４番１６号,コハラビル鷹匠,8,1,事務所
ＺＥＮＩＴＨ,静岡市葵区鷹匠三丁目１４番１号,ＺＥＮⅠＴＨ,12,0,共同住宅
三菱東京ＵＦＪ銀行鷹匠第２アパート,静岡市葵区鷹匠三丁目１６番１０号,東京三菱ＵＦＪ銀行鷹匠第２アパート,2,0,共同住宅
鷹匠マンション,静岡市葵区鷹匠三丁目１７番１２号,鷹匠マンション,5,0,共同住宅
天理教静岡大教会,静岡市葵区鷹匠三丁目１７番１９号,天理教静岡大教会,2,0,教会
Ｔｒｅａ　ａｕｒｅ　鷹匠,静岡市葵区鷹匠三丁目１８番１１号,Ｔｒｅａ　ａｕｒｅ　鷹匠,3,0,共同住宅
静岡県不動産会館,静岡市葵区鷹匠三丁目１８番１６号,静岡県不動産会館,3,0,事務所
コナガヤビル,静岡市葵区鷹匠三丁目１８番２０号,コナガヤビル,5,0,特定複合用途
フォーブル平井,静岡市葵区鷹匠三丁目１８番２１号,フォーブル平井,5,1,非特定複合用途
マンション　ハイグッド,静岡市葵区鷹匠三丁目１８番２３号,マンション　ハイグッド,4,0,非特定複合用途
サンピュア鷹匠,静岡市葵区鷹匠三丁目１８番２４号,サンピュア鷹匠,2,0,共同住宅
柴田ビル,静岡市葵区鷹匠三丁目１８番２５号,柴田ビル,4,0,
静岡武田ビル,静岡市葵区鷹匠三丁目１８番２５号,静岡武田ビル,4,0,事務所
パークサイド鷹匠,静岡市葵区鷹匠三丁目１８番５号,パークサイド鷹匠,3,0,非特定複合用途
Ｄｏｍａｎｉ　ＴＡＫＡＪＯ,静岡市葵区鷹匠三丁目１９番１３号,Ｄｏｍａｎｉ　ＴＡＫＡＪＯ,4,0,特定複合用途
水野ビル,静岡市葵区鷹匠三丁目１９番５号,水野ビル,4,0,特定複合用途
株式会社清水銀行　鷹匠町支店,静岡市葵区鷹匠三丁目１９番９号,株式会社清水銀行　鷹匠町支店,3,0,銀行・証券会社等
鷹匠スカイコーポ,静岡市葵区鷹匠三丁目１番１３号,鷹匠スカイコーポ,7,0,特定複合用途
サークルＫ静岡鷹匠三丁目店,静岡市葵区鷹匠三丁目１番１６号,サークルＫ静岡鷹匠三丁目店,1,0,物品販売店舗
サンパレス鷹匠,静岡市葵区鷹匠三丁目１番２０号,サンパレス鷹匠,10,0,
有限会社マルトパン店,静岡市葵区鷹匠三丁目１番２号,有限会社マルトパン店,3,0,工場
サンパレス鷹匠パーキング,静岡市葵区鷹匠三丁目１番５号,サンパレス鷹匠パーキング,1,0,自動車車庫
アクシス鷹匠,静岡市葵区鷹匠三丁目２０番２０号,アクシス鷹匠,6,0,共同住宅
アークヴァリューマスターズ,静岡市葵区鷹匠三丁目２０番８号,アークヴァリューマスターズ,5,1,特定複合用途
河合ビル（鷹匠三）,静岡市葵区鷹匠三丁目２１番２０号,河合ビル,4,1,特定複合用途
静香ビル,静岡市葵区鷹匠三丁目２２番４号,静香ビル,5,0,特定複合用途
日吉マンションビル,静岡市葵区鷹匠三丁目２３番１号,日吉マンションビル,5,0,共同住宅
焼津信用金庫　静岡支店,静岡市葵区鷹匠三丁目２３番６号,焼津信用金庫　静岡支店,2,0,銀行・証券会社等
いいやまビル,静岡市葵区鷹匠三丁目２番４号,いいやまビル,5,0,特定複合用途
弘友ビル,静岡市葵区鷹匠三丁目２番５号,弘友ビル,5,0,特定複合用途
小野田ビル,静岡市葵区鷹匠三丁目３番１０号,小野田ビル,3,0,特定複合用途
静岡中央新聞販売（株）横内支店,静岡市葵区鷹匠三丁目３番１２号,静岡中央新聞販売（株）横内支店,4,0,非特定複合用途
株式会社末広寿し本店,静岡市葵区鷹匠三丁目３番１３号,株式会社末広寿し本店,4,0,特定複合用途
鷹匠キノシタビル,静岡市葵区鷹匠三丁目３番１号,鷹匠キノシタビル,3,0,特定複合用途
エルアリビオ鷹匠,静岡市葵区鷹匠三丁目３番２号,エルアリビオ鷹匠,7,0,共同住宅
ヤマエビル,静岡市葵区鷹匠三丁目３番４号,ヤマエビル,5,0,非特定複合用途
前田バレエ学苑,静岡市葵区鷹匠三丁目３番５号,前田バレエ学苑,3,0,非特定複合用途
サンホークハイツ,静岡市葵区鷹匠三丁目３番６号,サンホークハイツ,4,0,非特定複合用途
蒲菊支店,静岡市葵区鷹匠三丁目４番１９号,蒲菊支店（作業所・住宅）,2,0,作業場
第２ふじのビル,静岡市葵区鷹匠三丁目５番１４号,第２ふじのビル,4,0,特定複合用途
第１ふじのビル,静岡市葵区鷹匠三丁目５番１５号,第１ふじのビル,4,0,特定複合用途
第１ふじのビル,静岡市葵区鷹匠三丁目５番１５号,第２ふじのビル,4,0,特定複合用途
静岡県総合研修所もくせい会館,静岡市葵区鷹匠三丁目６番１号,静岡県総合研修所もくせい会館,7,1,特定複合用途
静岡県医師会館,静岡市葵区鷹匠三丁目６番３号,静岡県医師会館,6,0,(１５)項  その他
マンションカトレヤ,静岡市葵区鷹匠三丁目７番１７号,マンションカトレヤ,6,0,非特定複合用途
飯尾商会,静岡市葵区鷹匠三丁目７番２０号,飯尾商会,3,0,特定複合用途
常葉会館,静岡市葵区鷹匠三丁目７番２１号,常葉会館,4,0,(１５)項  その他
常葉会館,静岡市葵区鷹匠三丁目７番２１号,常葉会館,2,0,倉庫
常葉学園静岡リハビリテーション専門学校,静岡市葵区鷹匠三丁目７番２３号,常葉静岡リハビリテーション専門学校,8,0,専修学校
百小屋ビル,静岡市葵区鷹匠三丁目７番２４号,百小屋ビル,4,0,特定複合用途
ユマニテ伊良,静岡市葵区鷹匠三丁目７番８号,ユマニテ伊良,2,0,共同住宅
鷹匠飯田ビル,静岡市葵区鷹匠三丁目８番１５号,鷹匠飯田ビル,5,1,
ＧＪビル,静岡市葵区鷹匠三丁目８番７号,ＧＪビル,6,0,倉庫
五光建設株式会社第三ビル,静岡市葵区鷹匠三丁目８番８号,五光建設株式会社第三ビル,5,0,非特定複合用途
五光建設株式会社,静岡市葵区鷹匠三丁目８番９号,五光建設株式会社,3,0,事務所
コスモ鷹匠,静岡市葵区鷹匠二丁目１０番１４号,コスモ鷹匠,5,0,共同住宅
エトワール若葉,静岡市葵区鷹匠二丁目１０番１５号,エトワール若葉,3,0,共同住宅
